Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,At_Risk,source
49.11,73.96,67.11,62.300000000000004,77.43,0,DS1
42.81,87.11,53.54,58.5,96.19,0,DS1
72.29,60.93,60.69,59.800000000000004,90.85,1,DS1
54.09,55.65,81.4,18.9,59.58,0,DS1
58.07,74.81,51.41,79.2,56.62,1,DS1
54.71,99.19,79.61,43.4,93.06,0,DS1
79.01,80.04,97.84,47.199999999999996,76.81,0,DS1
73.21,84.55,89.75,99.7,50.99,0,DS1
44.68,78.06,67.28,28.2,96.71,1,DS1
71.59,89.12,56.91,39.4,73.65,0,DS1
87.47,98.79,73.25,67.6,65.05,0,DS1
44.87,77.21,69.65,88.0,75.83,0,DS1
93.38,74.81,98.59,12.7,91.15,0,DS1
74.7,93.02,99.49,73.5,55.51,0,DS1
97.04,98.49,70.53,91.8,67.95,0,DS1
48.89,56.46,57.44,42.300000000000004,65.94,0,DS1
99.61,78.91,95.53,28.700000000000003,91.98,0,DS1
78.66,74.81,89.68,67.8,88.92,1,DS1
74.05,76.67,75.56,24.6,70.01,0,DS1
70.92,70.46,68.27,38.4,83.22,1,DS1
41.42,82.76,72.41,89.7,69.72,0,DS1
96.38,63.51,95.09,59.0,78.57,1,DS1
78.64,67.46,59.23,9.5,99.56,0,DS1
45.5,99.61,90.34,33.0,76.78,0,DS1
41.26,81.82,50.91,62.699999999999996,99.43,0,DS1
43.05,93.65,96.03,48.099999999999994,87.36,0,DS1
76.56,90.39,75.01,66.0,56.04,0,DS1
76.84,82.61,61.34,76.10000000000001,89.8,0,DS1
69.98,92.04,50.14,48.099999999999994,58.06,0,DS1
58.41,64.36,77.98,98.69999999999999,76.62,0,DS1
71.9,81.86,62.22,91.5,80.66,0,DS1
70.98,79.53,81.56,6.0,94.61,0,DS1
41.16,81.12,64.06,26.6,60.52,0,DS1
56.95,58.43,54.4,30.099999999999998,93.8,1,DS1
43.19,63.86,75.25,18.400000000000002,96.72,0,DS1
94.01,64.33,78.22,31.200000000000003,54.47,0,DS1
83.51,80.1,72.63,42.5,94.26,0,DS1
99.77,98.63,72.9,5.2,62.96,0,DS1
58.13,97.7,79.48,12.7,54.05,0,DS1
92.71,61.36,76.32,9.6,97.93,0,DS1
76.18,65.24,56.63,4.6000000000000005,69.61,0,DS1
67.19,51.8,59.85,48.099999999999994,81.15,0,DS1
53.35,69.94,57.09,33.4,77.64,0,DS1
84.3,91.73,84.66,93.5,60.66,0,DS1
94.25,95.79,76.43,10.3,83.48,0,DS1
54.12,61.82,71.49,92.6,52.31,1,DS1
50.52,63.29,89.92,8.7,60.15,0,DS1
81.77,61.04,66.29,61.900000000000006,97.23,0,DS1
98.62,67.51,78.41,24.8,97.68,1,DS1
85.0,90.24,53.72,82.69999999999999,74.13,0,DS1
57.07,82.34,87.22,6.1,58.45,0,DS1
65.2,89.3,84.76,95.3,71.08,0,DS1
63.06,74.81,90.12,4.699999999999999,93.85,1,DS1
91.13,62.89,94.22,24.1,53.51,0,DS1
86.28,61.4,87.9,46.4,56.39,1,DS1
75.34,50.45,92.22,75.6,94.78,0,DS1
56.5,89.05,67.28,95.1,70.77,0,DS1
96.28,92.36,67.17,42.800000000000004,54.17,1,DS1
79.2,88.41,97.22,75.7,56.96,0,DS1
98.23,53.72,95.73,72.69999999999999,94.12,0,DS1
74.81,88.11,77.42,57.1,74.51,0,DS1
89.27,52.29,68.33,69.1,58.15,0,DS1
88.79,55.28,93.3,3.8,94.7,1,DS1
60.24,72.02,66.17,44.2,92.26,0,DS1
97.84,73.81,57.68,78.60000000000001,51.15,0,DS1
41.32,90.81,81.97,47.400000000000006,79.05,0,DS1
86.12,83.98,52.13,87.4,62.22,0,DS1
97.93,74.81,68.96,83.4,76.66,0,DS1
60.33,61.31,90.38,86.30000000000001,63.96,0,DS1
78.89,64.28,64.76,13.0,65.79,0,DS1
73.73,56.18,96.57,24.4,80.09,0,DS1
85.69,74.81,97.79,3.0,76.94,1,DS1
91.97,86.43,90.79,98.3,69.76,0,DS1
76.18,62.07,99.38,23.599999999999998,55.38,0,DS1
88.95,91.77,76.54,36.7,98.47,0,DS1
58.74,73.48,78.46,27.5,58.73,1,DS1
53.72,66.15,91.81,4.0,81.66,0,DS1
65.84,70.62,74.64,26.099999999999998,54.14,0,DS1
80.66,74.81,70.34,9.8,84.42,0,DS1
51.23,75.84,80.74,39.4,54.74,0,DS1
80.82,50.36,82.88,96.7,61.48,0,DS1
63.65,96.12,87.54,69.80000000000001,82.35,0,DS1
87.73,53.3,83.41,70.7,64.15,1,DS1
42.21,96.93,87.29,45.300000000000004,76.64,0,DS1
80.08,74.81,83.73,81.1,56.23,0,DS1
78.99,74.81,74.02,90.8,60.12,1,DS1
96.46,76.73,56.75,96.19999999999999,86.69,0,DS1
82.8,75.29,89.27,9.9,51.76,0,DS1
87.78,53.64,51.54,88.0,55.59,0,DS1
94.28,61.94,99.63,22.5,60.75,0,DS1
80.5,88.88,91.42,39.7,51.01,0,DS1
57.41,74.81,83.55,34.5,54.77,0,DS1
92.19,76.46,98.33,67.5,64.07,0,DS1
84.85,67.67,80.62,59.800000000000004,54.65,1,DS1
65.47,53.0,52.82,10.9,93.31,0,DS1
82.63,84.11,77.97,78.3,53.3,0,DS1
92.06,63.92,63.86,44.0,93.05,1,DS1
98.54,52.75,68.47,0.2,91.14,1,DS1
97.14,83.29,72.98,41.5,55.04,0,DS1
59.52,74.29,88.73,51.6,51.26,0,DS1
65.3,74.81,75.15,6.8999999999999995,52.5,0,DS1
46.57,55.55,73.73,15.1,79.52,0,DS1
54.85,84.96,65.1,99.39999999999999,83.52,0,DS1
92.95,53.18,76.99,87.10000000000001,81.03,1,DS1
61.65,93.3,62.42,13.3,77.07,0,DS1
77.23,65.57,63.05,58.0,58.73,0,DS1
79.96,54.43,87.86,37.9,92.05,0,DS1
86.91,74.81,67.13,54.400000000000006,66.38,1,DS1
50.97,76.22,52.57,47.1,99.31,0,DS1
58.29,65.33,67.18,4.8,69.24,0,DS1
66.9,70.3,81.93,31.5,63.15,0,DS1
61.89,51.07,90.7,12.6,94.71,0,DS1
98.97,74.81,98.1,48.9,78.37,0,DS1
90.1,68.29,87.31,90.7,86.09,0,DS1
68.78,85.7,71.44,99.60000000000001,70.42,0,DS1
92.76,81.41,64.96,94.39999999999999,94.35,0,DS1
60.86,82.56,56.48,98.6,95.89,0,DS1
87.15,89.64,81.38,1.5,71.84,0,DS1
53.42,81.56,75.49,72.9,62.04,0,DS1
86.34,70.94,83.89,27.3,82.38,0,DS1
67.39,69.5,61.86,86.6,97.73,0,DS1
46.45,74.81,66.18,81.4,81.12,0,DS1
56.4,88.97,64.6,42.400000000000006,97.71,0,DS1
64.14,88.06,89.88,47.300000000000004,67.19,0,DS1
84.96,62.31,58.56,26.5,95.75,1,DS1
44.38,93.13,80.42,28.900000000000002,55.63,0,DS1
79.57,79.45,52.57,98.10000000000001,67.94,0,DS1
82.96,73.93,77.48,88.9,74.72,0,DS1
79.24,74.81,53.2,19.2,82.66,0,DS1
85.64,69.14,58.79,27.599999999999998,64.71,0,DS1
50.69,82.03,55.65,10.9,96.21,0,DS1
75.23,54.49,67.34,98.9,95.17,0,DS1
96.47,72.98,67.19,90.7,89.97,1,DS1
76.65,99.67,91.32,55.199999999999996,55.72,0,DS1
76.68,85.83,61.28,69.3,53.91,0,DS1
84.19,77.34,54.32,74.80000000000001,74.91,0,DS1
59.99,76.65,80.18,20.4,88.27,0,DS1
82.03,74.81,84.37,93.5,56.16,1,DS1
94.97,97.87,64.74,52.699999999999996,82.07,0,DS1
40.65,96.41,80.14,9.200000000000001,76.39,0,DS1
92.21,84.12,88.8,39.7,86.3,0,DS1
53.12,54.95,67.38,60.199999999999996,71.77,0,DS1
67.36,60.39,76.27,35.3,84.66,1,DS1
91.14,59.2,57.33,69.9,57.98,0,DS1
89.43,75.98,51.18,88.2,60.73,0,DS1
93.52,60.39,99.07,77.2,95.17,0,DS1
96.43,74.81,64.99,64.3,66.47,0,DS1
66.83,77.26,63.95,51.2,99.28,0,DS1
79.38,50.88,98.66,25.4,52.31,0,DS1
63.43,87.2,86.41,45.5,74.79,0,DS1
61.04,59.44,79.26,29.3,66.25,1,DS1
65.9,91.24,84.97,93.4,99.8,0,DS1
84.58,67.75,85.5,90.7,99.5,0,DS1
70.09,66.93,88.17,15.600000000000001,61.76,0,DS1
88.84,50.59,53.36,82.30000000000001,63.36,0,DS1
84.71,99.39,70.64,70.3,87.48,0,DS1
41.23,80.6,64.76,97.5,94.48,1,DS1
77.81,71.14,53.53,46.3,83.18,0,DS1
66.19,54.83,70.63,72.2,93.24,0,DS1
67.4,84.96,80.81,51.8,53.16,0,DS1
89.1,64.14,58.92,6.8999999999999995,82.03,0,DS1
72.86,99.41,65.25,4.699999999999999,85.01,0,DS1
93.14,97.53,81.96,12.2,59.52,0,DS1
82.77,86.76,78.97,29.6,88.9,0,DS1
73.17,98.55,93.44,25.9,97.21,0,DS1
85.27,55.28,89.56,72.8,94.9,0,DS1
42.3,74.81,98.28,71.6,62.25,0,DS1
41.63,62.66,79.86,97.10000000000001,66.2,0,DS1
45.0,53.6,84.92,31.0,74.98,0,DS1
66.25,98.61,93.03,93.80000000000001,57.92,0,DS1
54.13,53.0,92.0,61.3,97.7,0,DS1
99.06,92.83,85.94,49.5,58.08,0,DS1
72.54,88.41,75.01,66.8,88.07,0,DS1
79.74,68.79,63.66,70.3,67.07,0,DS1
56.73,50.94,93.86,17.2,78.69,0,DS1
59.31,50.3,88.83,75.19999999999999,52.36,0,DS1
60.13,60.2,91.9,72.5,60.25,0,DS1
81.92,74.69,57.04,99.80000000000001,72.22,0,DS1
68.42,72.9,65.74,91.19999999999999,83.86,1,DS1
71.06,79.26,71.24,68.5,88.88,0,DS1
75.52,74.81,91.92,71.2,51.51,0,DS1
86.13,68.87,94.64,94.60000000000001,57.62,0,DS1
45.42,74.81,64.24,96.7,86.49,0,DS1
86.61,90.0,84.32,82.69999999999999,90.65,0,DS1
73.79,66.63,53.89,76.7,61.83,0,DS1
80.15,64.34,70.48,11.100000000000001,61.48,0,DS1
59.65,88.22,74.33,83.0,54.4,1,DS1
64.56,96.71,88.28,25.299999999999997,57.51,0,DS1
53.87,95.75,94.6,56.4,50.4,0,DS1
98.76,56.87,66.86,40.5,79.49,1,DS1
69.82,74.81,76.39,34.6,95.19,1,DS1
99.76,54.64,82.37,31.0,57.48,0,DS1
69.39,98.05,66.43,85.5,87.57,0,DS1
53.19,60.76,99.28,76.9,78.68,1,DS1
70.45,59.87,93.79,52.300000000000004,97.0,0,DS1
42.38,94.44,64.82,66.39999999999999,89.91,0,DS1
94.29,98.39,75.4,98.5,92.64,0,DS1
89.11,84.88,61.54,39.8,81.96,0,DS1
83.55,56.05,75.73,55.099999999999994,90.57,0,DS1
76.59,74.29,84.17,53.4,67.54,0,DS1
74.79,90.83,54.28,93.6,60.45,0,DS1
99.8,78.62,93.51,35.2,95.63,0,DS1
56.68,56.63,79.69,98.6,86.72,1,DS1
86.78,58.59,99.48,30.5,54.54,0,DS1
74.88,93.21,51.28,10.9,93.35,1,DS1
98.55,76.35,91.57,19.099999999999998,67.45,1,DS1
89.67,85.29,89.6,42.599999999999994,64.91,1,DS1
99.91,68.65,56.64,65.0,81.17,0,DS1
75.3,76.62,66.77,51.7,78.43,1,DS1
52.27,74.81,94.24,37.599999999999994,76.91,0,DS1
70.22,66.49,75.92,56.2,62.74,0,DS1
82.67,83.74,70.06,83.9,97.99,1,DS1
86.46,58.63,95.27,83.9,97.51,0,DS1
40.03,56.09,54.67,72.6,50.21,0,DS1
70.3,74.81,73.66,95.19999999999999,66.89,0,DS1
54.11,92.21,82.62,59.0,52.28,0,DS1
92.49,83.42,80.43,0.8,92.51,0,DS1
49.17,74.81,63.21,29.1,94.33,0,DS1
79.99,62.03,78.17,32.8,75.91,0,DS1
55.96,95.56,85.43,54.699999999999996,91.98,0,DS1
61.39,64.44,79.24,90.5,85.17,0,DS1
96.43,90.94,84.22,83.80000000000001,74.98,0,DS1
54.43,64.3,62.8,23.2,68.19,0,DS1
45.7,96.97,91.64,51.900000000000006,63.31,0,DS1
44.16,95.72,72.48,65.9,62.97,0,DS1
70.28,52.16,99.36,98.80000000000001,78.1,0,DS1
78.5,88.52,51.16,3.1,58.34,0,DS1
59.64,74.81,69.02,46.4,58.74,0,DS1
81.42,60.76,59.02,98.80000000000001,50.52,0,DS1
43.66,72.99,77.78,97.69999999999999,80.67,0,DS1
91.44,78.82,62.16,33.1,99.72,0,DS1
88.99,74.81,86.87,0.0,94.46,0,DS1
99.13,78.77,94.09,58.7,85.28,1,DS1
96.19,58.53,60.54,86.7,89.28,1,DS1
61.37,51.12,58.03,32.400000000000006,70.84,0,DS1
63.96,78.56,93.77,93.4,64.9,0,DS1
84.76,75.87,68.06,33.3,68.43,1,DS1
48.04,74.81,71.73,61.0,54.07,0,DS1
58.84,82.49,61.05,72.2,81.69,0,DS1
47.11,94.87,71.27,34.5,58.74,0,DS1
67.29,72.97,61.57,35.2,88.14,0,DS1
73.12,50.42,83.3,47.0,59.5,0,DS1
52.67,74.81,74.94,83.5,61.41,1,DS1
41.6,83.76,89.4,10.1,97.87,0,DS1
83.16,76.07,65.64,63.099999999999994,55.27,0,DS1
41.2,84.47,75.28,67.69999999999999,74.94,0,DS1
98.4,74.81,62.98,55.8,53.13,0,DS1
53.3,57.44,96.72,93.6,54.52,0,DS1
79.83,83.23,76.1,60.199999999999996,81.68,1,DS1
66.09,62.26,58.67,63.5,81.54,0,DS1
43.58,72.82,63.64,60.0,59.66,0,DS1
68.33,74.58,54.15,72.2,93.62,1,DS1
71.01,73.86,51.39,13.5,85.11,0,DS1
91.28,79.92,76.3,89.39999999999999,65.03,0,DS1
83.94,51.47,66.86,4.2,62.42,0,DS1
44.76,99.48,98.19,64.1,87.71,0,DS1
52.55,85.82,58.57,61.5,86.68,0,DS1
58.71,71.27,89.7,20.8,57.44,0,DS1
46.98,59.57,65.8,4.1,67.46,0,DS1
67.41,54.01,61.18,13.899999999999999,60.83,0,DS1
99.06,83.61,98.48,27.200000000000003,64.71,0,DS1
70.88,65.85,90.13,88.2,64.38,1,DS1
84.51,61.47,81.53,85.60000000000001,98.8,0,DS1
80.98,69.0,84.86,6.4,87.51,0,DS1
90.99,74.81,99.57,28.900000000000002,89.0,0,DS1
52.94,74.81,79.66,88.9,63.87,1,DS1
85.23,82.26,55.1,23.700000000000003,50.03,0,DS1
92.88,74.81,53.24,99.60000000000001,52.91,0,DS1
50.29,60.94,83.33,25.7,77.65,1,DS1
60.81,81.84,82.88,73.89999999999999,64.27,0,DS1
98.21,55.06,87.41,41.7,59.65,0,DS1
86.85,77.4,55.44,13.600000000000001,52.48,0,DS1
56.96,79.2,97.25,25.5,93.79,0,DS1
73.84,60.81,77.56,67.5,80.01,0,DS1
64.26,69.58,82.48,33.7,55.37,0,DS1
69.4,91.36,51.74,60.4,88.32,0,DS1
61.31,57.42,98.05,20.6,87.79,1,DS1
56.76,74.81,78.13,44.900000000000006,64.47,0,DS1
80.49,96.64,78.17,51.2,59.42,0,DS1
86.71,74.81,97.18,41.3,90.7,0,DS1
92.44,86.26,96.47,19.8,66.48,0,DS1
49.32,91.34,61.01,46.2,92.37,0,DS1
89.37,60.19,96.55,69.3,52.18,0,DS1
55.29,60.91,86.83,96.5,74.96,0,DS1
65.64,87.93,50.95,79.0,58.98,0,DS1
94.09,87.67,61.99,16.1,83.6,0,DS1
67.27,53.01,70.65,27.3,99.86,1,DS1
51.82,66.12,79.14,7.9,70.63,0,DS1
49.59,69.93,85.07,13.600000000000001,55.02,0,DS1
68.38,91.45,60.51,25.099999999999998,65.88,0,DS1
85.76,71.09,91.84,20.0,94.58,0,DS1
99.83,96.3,92.29,21.400000000000002,88.29,0,DS1
87.24,74.81,81.75,23.1,61.61,0,DS1
92.62,89.04,96.05,30.099999999999998,97.68,1,DS1
84.87,83.32,90.65,12.6,81.11,0,DS1
93.73,69.59,61.08,27.799999999999997,58.4,1,DS1
44.58,74.81,89.93,68.8,78.62,0,DS1
95.8,78.66,97.66,23.599999999999998,72.56,0,DS1
63.78,68.09,56.88,17.2,90.98,0,DS1
95.3,67.54,98.93,6.800000000000001,67.21,0,DS1
44.54,84.39,51.25,50.0,93.75,0,DS1
82.91,73.18,76.11,84.2,90.6,0,DS1
84.14,87.6,88.69,5.8999999999999995,83.73,1,DS1
99.81,69.91,89.52,54.2,62.93,0,DS1
86.13,57.54,86.73,65.1,98.52,0,DS1
62.95,73.07,76.47,59.2,77.43,0,DS1
73.43,97.55,82.55,87.8,95.38,0,DS1
61.99,90.08,85.0,86.6,60.79,0,DS1
51.76,60.29,74.73,5.699999999999999,99.17,0,DS1
54.91,69.57,79.78,36.1,90.8,0,DS1
53.32,96.39,92.32,67.1,97.46,1,DS1
72.93,56.18,65.64,95.19999999999999,60.62,0,DS1
94.37,62.7,76.16,80.5,71.53,0,DS1
94.76,63.11,50.42,17.7,54.88,0,DS1
43.29,78.55,84.37,27.9,56.85,0,DS1
44.79,70.54,59.77,76.39999999999999,64.2,0,DS1
54.71,53.99,74.05,47.1,97.58,1,DS1
55.3,81.46,60.51,54.699999999999996,83.36,0,DS1
45.69,54.95,51.18,60.9,65.73,0,DS1
63.31,80.32,74.16,10.3,97.73,0,DS1
75.26,75.35,71.24,85.60000000000001,86.99,0,DS1
74.69,74.68,71.26,86.30000000000001,95.35,1,DS1
72.61,53.37,60.44,46.8,96.36,0,DS1
60.32,81.96,97.36,62.699999999999996,87.54,0,DS1
82.39,71.57,50.18,66.0,62.16,0,DS1
89.59,70.56,94.58,19.0,99.83,0,DS1
60.78,79.82,86.85,11.299999999999999,66.25,0,DS1
45.13,80.31,58.6,2.1,83.59,0,DS1
57.78,50.75,73.61,91.30000000000001,92.24,1,DS1
48.24,56.26,99.44,34.6,58.76,1,DS1
68.04,61.83,82.18,8.6,80.45,0,DS1
49.36,83.9,56.37,46.6,68.76,0,DS1
67.77,78.84,72.88,7.6,62.21,0,DS1
53.26,87.88,73.41,8.5,50.59,1,DS1
84.32,87.03,90.11,48.9,93.6,1,DS1
41.65,92.66,95.81,50.9,56.79,0,DS1
73.28,68.84,54.11,58.0,93.91,0,DS1
50.17,67.25,65.7,65.6,80.03,1,DS1
40.06,91.55,64.92,66.8,81.05,0,DS1
92.15,61.88,99.8,43.3,91.43,0,DS1
80.29,73.06,77.96,64.4,75.47,0,DS1
45.94,59.72,93.99,30.5,67.86,0,DS1
79.84,95.69,71.3,44.1,56.94,1,DS1
76.7,70.39,86.14,39.300000000000004,78.52,0,DS1
68.4,74.81,64.33,32.9,77.66,0,DS1
65.16,74.81,95.59,23.900000000000002,64.69,0,DS1
93.22,62.23,72.76,7.800000000000001,80.0,0,DS1
54.71,97.18,90.19,50.599999999999994,71.97,1,DS1
63.9,68.38,62.79,53.7,90.28,0,DS1
59.75,83.23,84.68,33.6,77.97,0,DS1
86.27,74.81,70.26,97.6,96.68,0,DS1
94.99,90.36,51.57,55.7,75.9,1,DS1
90.99,94.85,70.65,88.9,94.37,1,DS1
87.86,74.81,77.5,57.0,76.03,0,DS1
99.21,92.42,57.59,19.0,77.9,0,DS1
81.83,55.09,59.2,97.5,68.34,0,DS1
85.06,96.2,73.24,88.5,70.01,0,DS1
98.97,81.22,67.14,47.1,96.66,0,DS1
40.42,93.46,72.04,24.3,61.16,1,DS1
78.04,84.22,73.04,22.3,56.07,0,DS1
84.34,60.09,57.0,80.60000000000001,91.51,0,DS1
95.07,74.81,59.06,6.8999999999999995,78.85,0,DS1
93.03,54.55,92.41,63.8,64.23,0,DS1
90.52,84.79,58.14,64.0,71.62,0,DS1
96.75,70.45,83.3,18.2,76.25,1,DS1
72.24,57.59,70.93,70.5,79.61,1,DS1
40.42,98.96,98.41,70.5,91.05,1,DS1
40.66,74.81,53.31,35.0,69.72,0,DS1
72.68,94.68,91.52,48.3,83.83,0,DS1
66.12,89.44,74.57,83.3,91.74,0,DS1
67.07,84.6,50.27,52.300000000000004,92.19,0,DS1
64.02,82.75,63.18,61.8,62.71,0,DS1
95.06,55.3,70.38,41.3,67.51,0,DS1
61.55,95.03,65.71,15.0,79.75,0,DS1
91.37,94.06,68.12,99.80000000000001,94.29,0,DS1
94.17,87.39,95.83,53.2,89.52,0,DS1
69.97,96.37,68.05,33.6,79.2,0,DS1
66.82,77.65,70.94,71.39999999999999,99.19,1,DS1
85.66,72.38,88.06,62.1,71.95,0,DS1
82.48,98.4,89.69,23.3,92.12,0,DS1
59.71,73.21,54.2,87.69999999999999,90.92,0,DS1
46.15,82.07,85.2,7.1,95.4,0,DS1
55.89,68.65,74.13,60.599999999999994,99.38,0,DS1
47.86,81.82,56.69,47.800000000000004,74.78,0,DS1
57.68,86.0,63.24,31.8,59.78,0,DS1
55.71,81.23,52.25,82.6,73.04,1,DS1
78.26,75.73,68.01,65.6,92.69,0,DS1
97.27,65.01,62.77,75.9,91.81,0,DS1
81.14,82.19,69.11,41.5,66.8,0,DS1
95.6,95.42,79.02,94.2,52.37,0,DS1
87.05,50.35,86.62,34.5,75.49,0,DS1
83.67,56.7,80.27,53.099999999999994,73.71,0,DS1
64.84,55.99,83.92,93.4,54.29,0,DS1
59.49,96.16,93.28,8.299999999999999,89.74,0,DS1
90.78,83.14,93.69,10.9,64.18,0,DS1
94.32,97.59,93.04,99.39999999999999,82.29,0,DS1
67.11,74.81,57.66,97.10000000000001,55.07,0,DS1
40.54,73.09,62.55,77.2,93.04,0,DS1
87.55,89.62,75.12,48.4,86.96,0,DS1
57.1,58.05,67.94,50.599999999999994,69.42,0,DS1
40.59,69.07,56.58,25.7,81.47,0,DS1
88.3,74.81,64.39,43.3,59.37,0,DS1
71.04,64.92,98.77,43.099999999999994,99.27,0,DS1
81.11,68.56,67.35,3.5999999999999996,89.81,1,DS1
94.88,53.91,70.95,45.300000000000004,89.45,0,DS1
72.47,59.9,50.32,48.0,57.67,0,DS1
70.19,66.77,85.97,66.6,50.89,0,DS1
57.44,89.79,70.68,51.6,79.27,0,DS1
58.31,74.81,55.16,86.19999999999999,57.21,0,DS1
87.79,67.33,98.43,36.800000000000004,89.02,0,DS1
66.94,53.25,88.87,41.0,70.8,0,DS1
49.81,77.86,86.31,57.1,66.93,0,DS1
45.67,80.56,97.89,20.299999999999997,53.68,0,DS1
68.38,93.28,70.37,39.300000000000004,99.8,1,DS1
67.9,90.96,85.93,68.60000000000001,97.8,0,DS1
79.21,64.27,60.31,41.2,56.58,0,DS1
68.26,56.85,84.86,90.7,66.64,1,DS1
48.61,57.8,50.7,61.5,69.54,1,DS1
70.47,98.45,56.32,15.4,64.84,0,DS1
94.41,74.81,71.26,48.7,96.72,1,DS1
49.57,52.13,50.6,76.5,86.07,0,DS1
81.39,56.84,73.1,64.3,97.8,0,DS1
75.63,74.29,76.14,88.5,93.73,0,DS1
84.92,60.39,81.08,75.0,87.73,0,DS1
49.04,90.18,55.02,6.2,84.85,0,DS1
96.5,78.66,59.05,11.299999999999999,93.31,0,DS1
77.26,80.63,80.66,65.0,84.21,0,DS1
90.82,73.14,82.91,23.799999999999997,59.44,0,DS1
54.8,62.8,51.3,58.8,82.41,0,DS1
84.36,79.47,77.02,79.2,75.75,0,DS1
86.86,85.85,89.25,57.699999999999996,99.09,0,DS1
63.85,74.81,53.46,41.5,75.5,1,DS1
63.04,75.25,70.66,64.6,51.92,0,DS1
79.47,91.98,66.33,14.399999999999999,63.21,0,DS1
45.6,57.43,95.68,72.30000000000001,95.87,0,DS1
84.14,77.26,59.29,69.7,98.12,0,DS1
42.57,67.42,65.92,51.4,86.42,0,DS1
51.44,85.14,94.92,27.9,52.84,0,DS1
79.85,50.94,66.53,79.80000000000001,51.18,0,DS1
45.9,83.52,76.57,51.1,73.98,0,DS1
98.31,55.14,51.65,5.8999999999999995,99.98,0,DS1
92.1,53.24,99.25,91.89999999999999,93.46,0,DS1
77.58,86.23,91.25,76.8,96.66,0,DS1
89.14,82.02,81.72,58.5,81.18,0,DS1
93.25,94.75,53.04,43.7,92.96,0,DS1
55.57,75.98,53.74,96.0,65.98,0,DS1
90.96,76.5,77.25,77.5,51.37,1,DS1
51.69,85.35,64.25,53.5,95.91,0,DS1
64.8,66.17,81.14,65.3,60.92,0,DS1
73.5,51.85,79.91,28.1,86.42,0,DS1
82.83,61.5,91.93,19.6,82.95,0,DS1
41.81,61.9,64.07,27.3,57.91,0,DS1
57.43,66.78,78.89,29.3,59.79,0,DS1
76.51,97.17,88.87,74.0,66.45,0,DS1
61.44,90.24,74.54,14.0,87.85,0,DS1
86.5,96.8,91.53,77.8,51.96,0,DS1
79.1,99.93,56.56,52.300000000000004,70.35,1,DS1
54.06,71.69,86.69,38.5,83.26,0,DS1
48.76,61.35,97.15,30.0,58.57,1,DS1
77.74,78.0,66.59,51.3,55.97,0,DS1
67.03,94.06,68.32,31.8,69.51,0,DS1
50.14,74.81,54.18,42.9,64.33,0,DS1
59.58,75.27,82.07,73.89999999999999,82.45,0,DS1
58.18,56.72,77.62,62.599999999999994,98.48,0,DS1
46.49,71.02,52.02,74.80000000000001,50.22,0,DS1
72.81,74.81,87.61,71.3,95.12,1,DS1
85.82,67.58,91.46,81.5,71.66,0,DS1
74.53,94.36,95.36,20.2,83.2,0,DS1
89.58,52.97,77.29,99.5,92.55,0,DS1
47.65,98.61,72.63,47.599999999999994,78.67,0,DS1
66.14,74.81,93.81,71.8,54.87,0,DS1
76.56,97.28,69.93,67.8,57.03,0,DS1
80.56,77.4,82.77,56.6,89.46,0,DS1
81.75,85.12,80.77,99.60000000000001,61.45,0,DS1
83.74,59.36,68.61,21.7,78.45,0,DS1
79.09,82.71,54.34,42.199999999999996,71.4,0,DS1
45.65,94.1,51.07,12.8,65.18,0,DS1
81.72,56.97,71.41,18.2,89.35,0,DS1
83.49,56.35,74.06,71.3,86.56,0,DS1
99.61,65.2,91.13,0.5,82.31,0,DS1
81.6,58.09,70.72,89.0,68.63,0,DS1
81.21,74.81,64.06,63.3,61.32,0,DS1
70.89,83.92,73.1,44.1,75.79,0,DS1
92.08,60.69,61.9,33.1,90.86,0,DS1
99.81,83.35,54.57,12.6,78.78,0,DS1
86.74,93.1,55.65,92.2,98.51,1,DS1
76.75,82.6,65.96,71.2,50.77,1,DS1
44.74,55.97,50.63,33.6,99.92,0,DS1
83.6,78.68,61.01,7.1,84.57,0,DS1
82.51,69.68,89.38,32.599999999999994,91.63,0,DS1
86.53,67.17,61.73,18.5,66.75,0,DS1
47.47,65.93,55.54,78.60000000000001,75.42,0,DS1
79.22,96.47,97.45,72.0,89.85,0,DS1
57.74,87.13,81.12,49.800000000000004,88.03,1,DS1
85.62,74.81,53.0,88.6,66.7,0,DS1
54.42,74.81,53.11,18.1,66.22,0,DS1
81.04,65.91,80.61,45.199999999999996,83.14,1,DS1
57.7,98.9,77.01,71.10000000000001,96.68,0,DS1
40.54,98.9,53.42,6.800000000000001,71.94,0,DS1
78.0,65.98,61.22,37.3,67.65,1,DS1
46.8,67.61,96.45,57.199999999999996,94.73,1,DS1
79.56,79.97,78.6,36.7,84.15,1,DS1
95.54,73.97,72.02,48.0,69.41,0,DS1
98.15,60.66,62.51,60.8,52.86,0,DS1
54.16,83.02,56.68,36.800000000000004,86.07,1,DS1
88.56,66.71,70.13,10.600000000000001,67.64,0,DS1
61.21,82.69,96.12,13.899999999999999,53.53,0,DS1
94.03,69.18,52.44,52.699999999999996,80.61,0,DS1
87.25,85.01,99.55,17.5,66.15,1,DS1
44.44,83.39,60.39,89.0,66.92,0,DS1
64.43,75.44,70.44,83.4,73.96,1,DS1
60.24,85.24,52.25,34.900000000000006,85.87,0,DS1
